Name,2021 Rank,2021 Count,2020 Rank,2020 Count,2019 Rank,2019 Count,2018 Rank,2018 Count,2017 Rank,2017 Count,2016 Rank,2016 Count,2015 Rank,2015 Count,2014 Rank,2014 Count,2013 Rank,2013 Count,2012 Rank,2012 Count,2011 Rank,2011 Count,2010 Rank,2010 Count,2009 Rank,2009 Count,2008 Rank,2008 Count,2007 Rank,2007 Count,2006 Rank,2006 Count,2005 Rank,2005 Count,2004 Rank,2004 Count,2003 Rank,2003 Count,2002 Rank,2002 Count,2001 Rank,2001 Count,2000 Rank,2000 Count,1999 Rank,1999 Count,1998 Rank,1998 Count,1997 Rank,1997 Count,1996 Rank,1996 Count
Tamari,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tamas,[x],[x],"4,608",3,"2,488",8,"4,749",3,"3,996",4,"2,804",7,"3,908",4,"4,632",3,"3,315",5,"2,117",10,"3,830",4,"3,865",4,"3,227",5,"3,687",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,337",4,[x],[x]
Tamay,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tameem,"3,990",4,"2,960",6,"2,728",7,"3,959",4,"3,449",5,"1,804",13,"2,707",7,"2,459",8,"2,954",6,"2,721",7,"2,039",10,"2,036",10,"1,859",11,"1,596",13,"2,023",9,"3,385",4,"2,754",5,"1,878",8,"3,467",3,"2,005",6,"2,587",4,"3,036",3,"2,425",4,"2,901",3,"2,859",3,"2,020",5
Tamer,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,"4,747",3,"2,690",7,"3,315",5,"4,805",3,[x],[x],"2,941",6,"2,544",7,"2,097",9,"2,741",6,[x],[x],"2,174",7,"1,596",10,[x],[x],[x],[x],"2,220",5,"2,142",5,[x],[x],"2,074",5,[x],[x],"2,020",5
Tamilore,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tamim,"1,595",15,"3,334",5,"1,745",13,"1,991",11,"1,546",16,"2,804",7,"1,902",12,"1,421",17,"1,462",16,"1,589",15,"1,600",14,"1,620",14,"2,837",6,"1,828",11,"1,201",19,"1,545",12,"3,208",4,"2,304",6,"2,470",5,[x],[x],"3,134",3,[x],[x],"2,943",3,"2,901",3,"2,859",3,[x],[x]
Tamir,[x],[x],[x],[x],[x],[x],"3,412",5,[x],[x],[x],[x],[x],[x],[x],[x],"3,822",4,"4,805",3,[x],[x],[x],[x],"2,318",8,"4,432",3,"3,589",4,"2,870",5,"3,849",3,"3,651",3,"3,467",3,"3,225",3,"2,220",5,[x],[x],[x],[x],"2,901",3,[x],[x],"2,863",3
Tamjeed,"3,990",4,"4,608",3,"4,702",3,"4,749",3,"4,812",3,[x],[x],"4,747",3,"4,632",3,"3,822",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tamjid,[x],[x],"3,848",4,"4,702",3,[x],[x],"4,812",3,[x],[x],"3,373",5,[x],[x],"4,685",3,"3,416",5,"2,892",6,"4,678",3,"3,744",4,"4,432",3,"4,333",3,"2,538",6,[x],[x],[x],[x],[x],[x],"2,636",4,"2,587",4,"3,036",3,[x],[x],"2,419",4,[x],[x],[x],[x]
Tamlin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tamoor,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,134",3,[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Tamseel,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tamzid,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tana,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,[x],[x],"3,385",4,"2,754",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanaka,"3,017",6,"3,848",4,"3,013",6,"3,412",5,"3,040",6,"4,023",4,"3,004",6,"2,964",6,"2,660",7,"2,270",9,"3,300",5,"1,551",15,"1,981",10,"1,596",13,"1,756",11,"1,469",13,"1,534",12,"1,110",17,"1,092",16,"2,636",4,"2,587",4,"3,036",3,[x],[x],[x],[x],[x],[x],[x],[x]
Tanatswa,[x],[x],"3,848",4,[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,629",7,"3,744",4,"2,507",7,[x],[x],"4,052",3,"2,174",7,"3,651",3,"2,857",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanav,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanay,"3,990",4,"1,935",11,"4,702",3,"2,259",9,"3,040",6,"3,478",5,"3,004",6,"1,935",11,"1,796",12,"3,416",5,"2,390",8,"3,332",5,"2,837",6,"2,097",9,"4,333",3,"2,870",5,"1,534",12,"2,578",5,"2,189",6,"3,225",3,[x],[x],"2,501",4,[x],[x],"2,901",3,[x],[x],[x],[x]
Tanbeer,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,208",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanbir,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],"4,527",3,"2,507",7,[x],[x],[x],[x],[x],[x],"3,651",3,"2,470",5,[x],[x],"2,587",4,"2,501",4,"2,097",5,"2,901",3,"1,761",6,[x],[x]
Tancredi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tane,"3,451",5,[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],"2,036",10,"3,744",4,"2,775",6,"2,211",8,"2,538",6,"3,849",3,"3,651",3,[x],[x],[x],[x],[x],[x],"2,142",5,"2,425",4,[x],[x],[x],[x],[x],[x]
Taner,"3,451",5,[x],[x],[x],[x],"3,959",4,[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],"3,687",4,"3,589",4,"4,052",3,"3,849",3,"3,651",3,"2,857",4,[x],[x],"2,220",5,[x],[x],"2,425",4,"2,419",4,"2,337",4,"2,863",3
Taniela,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,830",4,[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],[x],[x]
Tanis,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,[x],[x],"3,134",3,[x],[x],"2,943",3,[x],[x],"2,337",4,"2,020",5
Tanish,"3,451",5,"2,960",6,[x],[x],"4,749",3,"3,449",5,"3,478",5,"1,786",13,"3,362",5,"1,920",11,"1,669",14,"3,300",5,"1,801",12,"1,981",10,"2,276",8,"1,885",10,"2,538",6,"2,754",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Tanishq,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,"3,987",4,[x],[x],[x],[x],[x],[x],[x],[x],"3,095",5,"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanitoluwa,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanjim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,227",5,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanmay,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],"4,685",3,"4,805",3,[x],[x],"3,332",5,"2,837",6,"4,432",3,[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],"3,134",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanner,"2,493",8,"2,228",9,"3,013",6,"2,445",8,"1,627",15,"3,478",5,"2,483",8,"1,560",15,"2,055",10,"3,039",6,"3,300",5,"3,865",4,"2,544",7,"2,775",6,"2,023",9,"4,052",3,"2,174",7,"2,070",7,"2,857",4,[x],[x],"1,595",8,"1,889",6,"2,943",3,"2,074",5,"1,761",6,"2,863",3
Tanraj,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanuj,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanush,"4,789",3,"3,848",4,"4,702",3,"4,749",3,"3,996",4,"3,478",5,"3,373",5,"3,362",5,"2,055",10,"3,416",5,"2,390",8,"2,941",6,[x],[x],"2,775",6,[x],[x],[x],[x],"2,754",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanveer,"3,990",4,"1,723",13,"3,013",6,"2,259",9,"3,449",5,"2,804",7,"3,004",6,"1,935",11,"2,216",9,"1,756",13,"1,600",14,"1,407",17,"2,837",6,"1,511",14,"2,211",8,"1,545",12,"1,617",11,"2,578",5,"1,771",8,"1,651",8,"1,746",7,"1,241",11,"1,383",9,"1,642",7,"1,454",8,"2,020",5
Tanvir,[x],[x],[x],[x],[x],[x],"4,749",3,"3,040",6,"2,556",8,"2,150",10,"2,964",6,"3,315",5,"3,039",6,"2,613",7,"1,724",13,"1,568",14,"1,706",12,"1,666",12,"1,127",19,"1,534",12,"1,110",17,"1,011",18,824,22,"1,027",15,"1,330",10,750,22,958,15,694,23,898,16
Tanweer,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanwir,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tanzeel,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,"4,747",3,[x],[x],[x],[x],"4,805",3,"3,300",5,"3,865",4,[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,036",3,"2,425",4,"1,485",8,"2,859",3,"2,357",4
Tanzil,[x],[x],[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],"3,908",4,"4,632",3,[x],[x],"3,416",5,"3,830",4,"4,678",3,"2,837",6,"2,775",6,"3,095",5,[x],[x],"3,208",4,[x],[x],"3,467",3,"3,225",3,[x],[x],"1,703",7,[x],[x],[x],[x],[x],[x],[x],[x]
Tanzim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,987",4,[x],[x],"3,865",4,"2,837",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,857",4,[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],"2,859",3,"2,357",4
Tao,"1,984",11,"2,404",8,"3,013",6,"2,445",8,"3,449",5,"2,335",9,"3,373",5,"2,459",8,"2,216",9,"3,416",5,"2,892",6,"1,801",12,"2,544",7,"2,276",8,"2,435",7,"2,282",7,"1,991",8,"2,304",6,"2,857",4,"2,005",6,"1,746",7,[x],[x],"1,850",6,[x],[x],[x],[x],[x],[x]
Taofeek,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taona,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tapiwa,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,"3,987",4,"4,647",3,"3,865",4,"2,318",8,"4,432",3,"3,095",5,"2,538",6,"2,174",7,"2,304",6,"3,467",3,"3,225",3,"2,587",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tapiwanashe,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,895",4,"4,685",3,[x],[x],"3,830",4,"3,332",5,"3,744",4,"3,687",4,"3,589",4,"4,052",3,"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taqi,[x],[x],[x],[x],"4,702",3,"4,749",3,"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tarak,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taran,854,36,962,29,634,56,"1,097",25,906,34,994,29,765,42,959,30,709,46,649,53,759,41,744,40,589,55,550,60,519,61,582,50,565,47,459,58,432,59,417,54,460,45,453,45,538,36,554,33,589,29,552,31
Tarandeep,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,"4,647",3,"4,678",3,[x],[x],"4,432",3,"4,333",3,"4,052",3,[x],[x],"3,009",4,"2,857",4,"3,225",3,"2,587",4,"3,036",3,"2,097",5,"2,074",5,"1,761",6,"1,235",10
Taranjit,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,208",4,"2,578",5,"3,467",3,[x],[x],[x],[x],"3,036",3,"2,097",5,"2,419",4,"2,337",4,"2,863",3
Taranveer,[x],[x],[x],[x],[x],[x],"2,445",8,"3,996",4,"3,478",5,"3,004",6,"3,362",5,"2,954",6,"3,416",5,"2,194",9,"3,865",4,"2,837",6,"2,276",8,"2,211",8,"4,052",3,"3,208",4,[x],[x],"2,470",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taranvir,[x],[x],[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,300",5,[x],[x],"3,744",4,"4,432",3,"4,333",3,"4,052",3,"3,208",4,"2,304",6,"3,467",3,"1,651",8,[x],[x],[x],[x],"2,097",5,"2,419",4,"2,022",5,[x],[x]
Taras,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],"3,651",3,"3,467",3,[x],[x],[x],[x],[x],[x],"2,943",3,"2,901",3,"2,859",3,[x],[x]
Tareeq,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Tarek,"4,789",3,"2,682",7,"3,411",5,"3,412",5,"3,449",5,"3,079",6,"4,747",3,[x],[x],[x],[x],[x],[x],"2,613",7,"3,865",4,"2,837",6,"1,828",11,"2,741",6,"1,744",10,"1,851",9,"1,732",9,"1,410",11,"1,651",8,"1,286",11,"1,889",6,"1,199",11,"2,419",4,"1,454",8,"1,040",13
Tarell,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,"4,678",3,[x],[x],"3,158",5,"2,741",6,[x],[x],[x],[x],"2,578",5,"2,857",4,[x],[x],[x],[x],"3,036",3,"2,943",3,"2,901",3,"2,337",4,"2,020",5
Tarelle,[x],[x],[x],[x],[x],[x],[x],[x],"3,996",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taren,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,095",5,"4,052",3,[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],"3,036",3,[x],[x],[x],[x],"2,859",3,[x],[x]
Tareq,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,052",3,"3,208",4,[x],[x],"2,857",4,"2,005",6,"2,220",5,[x],[x],[x],[x],[x],[x],"2,022",5,[x],[x]
Tarian,"4,789",3,"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],"4,052",3,"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Tarick,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,587",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tarik,"4,789",3,"3,848",4,"3,411",5,[x],[x],"4,812",3,"4,810",3,"2,707",7,"3,362",5,[x],[x],"3,039",6,"2,613",7,"1,724",13,"2,544",7,"1,828",11,"1,578",13,"1,892",9,"1,190",17,999,20,"1,092",16,"1,077",15,"1,027",15,953,16,840,19,887,17,788,20,680,23
Tarin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,074",5,[x],[x],[x],[x]
Tariq,"1,448",17,"1,150",23,"1,152",23,"1,061",26,"1,339",19,"1,431",18,"1,186",22,"1,178",22,"1,086",24,"1,021",27,878,33,"1,055",26,944,28,818,34,698,40,644,43,590,45,572,44,461,53,417,54,391,60,422,51,396,57,334,72,443,45,505,36
Tarique,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],"2,636",4,"1,595",8,"1,703",7,[x],[x],"2,074",5,"1,578",7,"1,765",6
Tariro,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tarka,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tarkan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,"3,865",4,[x],[x],"4,432",3,"4,333",3,"4,052",3,"2,754",5,"3,651",3,"3,467",3,[x],[x],"2,587",4,"2,501",4,"2,943",3,"2,901",3,[x],[x],"2,020",5
Tarn,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,987",4,[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taro,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,"4,685",3,[x],[x],[x],[x],"4,678",3,"4,527",3,"4,432",3,"4,333",3,"3,385",4,"2,418",6,"2,304",6,[x],[x],"3,225",3,"2,587",4,[x],[x],[x],[x],"2,901",3,[x],[x],"2,863",3
Taron,871,35,796,39,694,48,"1,683",14,"1,923",12,"2,175",10,"3,373",5,[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],"4,432",3,"2,741",6,[x],[x],"3,208",4,[x],[x],"2,470",5,"2,636",4,"2,587",4,"1,703",7,[x],[x],[x],[x],"2,022",5,"2,357",4
Tarquin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,863",3
Tarran,"3,017",6,[x],[x],"3,013",6,"4,749",3,[x],[x],[x],[x],"4,747",3,"4,632",3,"4,685",3,"4,805",3,"4,647",3,"2,629",7,"2,837",6,"3,687",4,"2,211",8,"4,052",3,"3,849",3,"2,578",5,"2,857",4,"2,005",6,"2,220",5,"1,552",8,"1,130",12,"1,642",7,"1,345",9,"1,591",7
Tarrel,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,337",4,[x],[x]
Tarrell,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tarren,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],"3,589",4,[x],[x],[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],"3,036",3,"2,425",4,"2,901",3,"2,859",3,"2,863",3
